"","metric","msa","date","value"
"1228","CPI","NY","1986-03-01",111.5
"1229","CPI","NY","1986-04-01",111.2
"1230","CPI","NY","1986-05-01",110.9
"1231","CPI","NY","1986-06-01",111.7
"1232","CPI","NY","1986-07-01",112.5
"1233","CPI","NY","1986-08-01",112.7
"1234","CPI","NY","1986-09-01",113
"1235","CPI","NY","1986-10-01",113.4
"1236","CPI","NY","1986-11-01",113.3
"1237","CPI","NY","1986-12-01",113.8
"1238","CPI","NY","1987-01-01",114.7
"1239","CPI","NY","1987-02-01",115.3
"1240","CPI","NY","1987-03-01",115.8
"1241","CPI","NY","1987-04-01",116.6
"1242","CPI","NY","1987-05-01",117.3
"1243","CPI","NY","1987-06-01",117.8
"1244","CPI","NY","1987-07-01",117.9
"1245","CPI","NY","1987-08-01",118.9
"1246","CPI","NY","1987-09-01",119.8
"1247","CPI","NY","1987-10-01",120.2
"1248","CPI","NY","1987-11-01",120.5
"1249","CPI","NY","1987-12-01",120.6
"1250","CPI","NY","1988-01-01",121.3
"1251","CPI","NY","1988-02-01",121.1
"1252","CPI","NY","1988-03-01",121.5
"1253","CPI","NY","1988-04-01",122.6
"1254","CPI","NY","1988-05-01",122.7
"1255","CPI","NY","1988-06-01",123.1
"1256","CPI","NY","1988-07-01",123.6
"1257","CPI","NY","1988-08-01",124.2
"1258","CPI","NY","1988-09-01",126
"1259","CPI","NY","1988-10-01",126.2
"1260","CPI","NY","1988-11-01",125.9
"1261","CPI","NY","1988-12-01",126
"1262","CPI","NY","1989-01-01",127
"1263","CPI","NY","1989-02-01",127.6
"1264","CPI","NY","1989-03-01",128.9
"1265","CPI","NY","1989-04-01",129.5
"1266","CPI","NY","1989-05-01",130.2
"1267","CPI","NY","1989-06-01",130.5
"1268","CPI","NY","1989-07-01",130.6
"1269","CPI","NY","1989-08-01",130.9
"1270","CPI","NY","1989-09-01",132.2
"1271","CPI","NY","1989-10-01",132.8
"1272","CPI","NY","1989-11-01",133.2
"1273","CPI","NY","1989-12-01",133.3
"1274","CPI","NY","1990-01-01",135.1
"1275","CPI","NY","1990-02-01",135.3
"1276","CPI","NY","1990-03-01",136.6
"1277","CPI","NY","1990-04-01",137.3
"1278","CPI","NY","1990-05-01",137.2
"1279","CPI","NY","1990-06-01",137.1
"1280","CPI","NY","1990-07-01",138.4
"1281","CPI","NY","1990-08-01",140
"1282","CPI","NY","1990-09-01",140.8
"1283","CPI","NY","1990-10-01",141.6
"1284","CPI","NY","1990-11-01",141.5
"1285","CPI","NY","1990-12-01",141.6
"1286","CPI","NY","1991-01-01",143
"1287","CPI","NY","1991-02-01",143.6
"1288","CPI","NY","1991-03-01",143.4
"1289","CPI","NY","1991-04-01",143.7
"1290","CPI","NY","1991-05-01",144
"1291","CPI","NY","1991-06-01",144.6
"1292","CPI","NY","1991-07-01",145.2
"1293","CPI","NY","1991-08-01",145.4
"1294","CPI","NY","1991-09-01",145.8
"1295","CPI","NY","1991-10-01",145.7
"1296","CPI","NY","1991-11-01",146.6
"1297","CPI","NY","1991-12-01",146.6
"1298","CPI","NY","1992-01-01",147.3
"1299","CPI","NY","1992-02-01",148
"1300","CPI","NY","1992-03-01",149.1
"1301","CPI","NY","1992-04-01",149.2
"1302","CPI","NY","1992-05-01",148.9
"1303","CPI","NY","1992-06-01",149.5
"1304","CPI","NY","1992-07-01",149.9
"1305","CPI","NY","1992-08-01",150.8
"1306","CPI","NY","1992-09-01",151.4
"1307","CPI","NY","1992-10-01",152.1
"1308","CPI","NY","1992-11-01",152.2
"1309","CPI","NY","1992-12-01",151.9
"1310","CPI","NY","1993-01-01",153
"1311","CPI","NY","1993-02-01",153.6
"1312","CPI","NY","1993-03-01",154.1
"1313","CPI","NY","1993-04-01",154
"1314","CPI","NY","1993-05-01",153.8
"1315","CPI","NY","1993-06-01",154.2
"1316","CPI","NY","1993-07-01",154.3
"1317","CPI","NY","1993-08-01",155.3
"1318","CPI","NY","1993-09-01",155.3
"1319","CPI","NY","1993-10-01",155.5
"1320","CPI","NY","1993-11-01",155.4
"1321","CPI","NY","1993-12-01",155.6
"1322","CPI","NY","1994-01-01",156
"1323","CPI","NY","1994-02-01",157.4
"1324","CPI","NY","1994-03-01",157.9
"1325","CPI","NY","1994-04-01",157.7
"1326","CPI","NY","1994-05-01",157.3
"1327","CPI","NY","1994-06-01",157.8
"1328","CPI","NY","1994-07-01",158.2
"1329","CPI","NY","1994-08-01",159.1
"1330","CPI","NY","1994-09-01",159
"1331","CPI","NY","1994-10-01",159.5
"1332","CPI","NY","1994-11-01",159.4
"1333","CPI","NY","1994-12-01",158.9
"1334","CPI","NY","1995-01-01",159.9
"1335","CPI","NY","1995-02-01",160.3
"1336","CPI","NY","1995-03-01",160.9
"1337","CPI","NY","1995-04-01",161.4
"1338","CPI","NY","1995-05-01",161.8
"1339","CPI","NY","1995-06-01",162.2
"1340","CPI","NY","1995-07-01",162.3
"1341","CPI","NY","1995-08-01",162.8
"1342","CPI","NY","1995-09-01",163.2
"1343","CPI","NY","1995-10-01",163.6
"1344","CPI","NY","1995-11-01",163.8
"1345","CPI","NY","1995-12-01",163.7
"1346","CPI","NY","1996-01-01",164.8
"1347","CPI","NY","1996-02-01",165.7
"1348","CPI","NY","1996-03-01",166.5
"1349","CPI","NY","1996-04-01",166
"1350","CPI","NY","1996-05-01",166.4
"1351","CPI","NY","1996-06-01",166.5
"1352","CPI","NY","1996-07-01",166.7
"1353","CPI","NY","1996-08-01",167.2
"1354","CPI","NY","1996-09-01",168.2
"1355","CPI","NY","1996-10-01",168.2
"1356","CPI","NY","1996-11-01",168.4
"1357","CPI","NY","1996-12-01",168.5
"1358","CPI","NY","1997-01-01",169.1
"1359","CPI","NY","1997-02-01",170.1
"1360","CPI","NY","1997-03-01",170.7
"1361","CPI","NY","1997-04-01",170.2
"1362","CPI","NY","1997-05-01",169.9
"1363","CPI","NY","1997-06-01",170.3
"1364","CPI","NY","1997-07-01",170.8
"1365","CPI","NY","1997-08-01",170.8
"1366","CPI","NY","1997-09-01",171.7
"1367","CPI","NY","1997-10-01",172.3
"1368","CPI","NY","1997-11-01",172
"1369","CPI","NY","1997-12-01",171.9
"1370","CPI","NY","1998-01-01",172.1
"1371","CPI","NY","1998-02-01",172.7
"1372","CPI","NY","1998-03-01",173
"1373","CPI","NY","1998-04-01",173
"1374","CPI","NY","1998-05-01",173
"1375","CPI","NY","1998-06-01",173.1
"1376","CPI","NY","1998-07-01",173.6
"1377","CPI","NY","1998-08-01",174.2
"1378","CPI","NY","1998-09-01",174.4
"1379","CPI","NY","1998-10-01",174.8
"1380","CPI","NY","1998-11-01",174.7
"1381","CPI","NY","1998-12-01",174.7
"1382","CPI","NY","1999-01-01",175
"1383","CPI","NY","1999-02-01",175.1
"1384","CPI","NY","1999-03-01",175.5
"1385","CPI","NY","1999-04-01",176
"1386","CPI","NY","1999-05-01",176.1
"1387","CPI","NY","1999-06-01",176.8
"1388","CPI","NY","1999-07-01",177.2
"1389","CPI","NY","1999-08-01",177.6
"1390","CPI","NY","1999-09-01",178.2
"1391","CPI","NY","1999-10-01",178.9
"1392","CPI","NY","1999-11-01",178.8
"1393","CPI","NY","1999-12-01",178.6
"1394","CPI","NY","2000-01-01",179.3
"1395","CPI","NY","2000-02-01",180.5
"1396","CPI","NY","2000-03-01",181.5
"1397","CPI","NY","2000-04-01",181.4
"1398","CPI","NY","2000-05-01",181.4
"1399","CPI","NY","2000-06-01",182
"1400","CPI","NY","2000-07-01",182.8
"1401","CPI","NY","2000-08-01",183.1
"1402","CPI","NY","2000-09-01",184.4
"1403","CPI","NY","2000-10-01",184.6
"1404","CPI","NY","2000-11-01",184.6
"1405","CPI","NY","2000-12-01",184.2
"1406","CPI","NY","2001-01-01",184.9
"1407","CPI","NY","2001-02-01",185.3
"1408","CPI","NY","2001-03-01",186.4
"1409","CPI","NY","2001-04-01",186.6
"1410","CPI","NY","2001-05-01",187.3
"1411","CPI","NY","2001-06-01",188.3
"1412","CPI","NY","2001-07-01",187.8
"1413","CPI","NY","2001-08-01",188.1
"1414","CPI","NY","2001-09-01",188
"1415","CPI","NY","2001-10-01",187.8
"1416","CPI","NY","2001-11-01",187.8
"1417","CPI","NY","2001-12-01",187.3
"1418","CPI","NY","2002-01-01",188.5
"1419","CPI","NY","2002-02-01",189.9
"1420","CPI","NY","2002-03-01",191.1
"1421","CPI","NY","2002-04-01",191.8
"1422","CPI","NY","2002-05-01",191.4
"1423","CPI","NY","2002-06-01",191.5
"1424","CPI","NY","2002-07-01",192
"1425","CPI","NY","2002-08-01",193.1
"1426","CPI","NY","2002-09-01",193.3
"1427","CPI","NY","2002-10-01",193.7
"1428","CPI","NY","2002-11-01",193.4
"1429","CPI","NY","2002-12-01",193.1
"1430","CPI","NY","2003-01-01",194.7
"1431","CPI","NY","2003-02-01",196.2
"1432","CPI","NY","2003-03-01",197.1
"1433","CPI","NY","2003-04-01",196.7
"1434","CPI","NY","2003-05-01",196.8
"1435","CPI","NY","2003-06-01",196.9
"1436","CPI","NY","2003-07-01",197.7
"1437","CPI","NY","2003-08-01",199.1
"1438","CPI","NY","2003-09-01",199.6
"1439","CPI","NY","2003-10-01",200
"1440","CPI","NY","2003-11-01",199.4
"1441","CPI","NY","2003-12-01",199.3
"1442","CPI","NY","2004-01-01",199.9
"1443","CPI","NY","2004-02-01",201.1
"1444","CPI","NY","2004-03-01",203.4
"1445","CPI","NY","2004-04-01",204
"1446","CPI","NY","2004-05-01",204.4
"1447","CPI","NY","2004-06-01",206
"1448","CPI","NY","2004-07-01",205.5
"1449","CPI","NY","2004-08-01",205.7
"1450","CPI","NY","2004-09-01",205.9
"1451","CPI","NY","2004-10-01",207.3
"1452","CPI","NY","2004-11-01",207.2
"1453","CPI","NY","2004-12-01",206.8
"1454","CPI","NY","2005-01-01",208.1
"1455","CPI","NY","2005-02-01",208.9
"1456","CPI","NY","2005-03-01",212.4
"1457","CPI","NY","2005-04-01",212.5
"1458","CPI","NY","2005-05-01",211.4
"1459","CPI","NY","2005-06-01",210.7
"1460","CPI","NY","2005-07-01",212.5
"1461","CPI","NY","2005-08-01",214.1
"1462","CPI","NY","2005-09-01",215.8
"1463","CPI","NY","2005-10-01",216.6
"1464","CPI","NY","2005-11-01",215.3
"1465","CPI","NY","2005-12-01",214.2
"1466","CPI","NY","2006-01-01",215.9
"1467","CPI","NY","2006-02-01",216.4
"1468","CPI","NY","2006-03-01",218.2
"1469","CPI","NY","2006-04-01",220.2
"1470","CPI","NY","2006-05-01",221.6
"1471","CPI","NY","2006-06-01",222.6
"1472","CPI","NY","2006-07-01",223.1
"1473","CPI","NY","2006-08-01",224.1
"1474","CPI","NY","2006-09-01",222.9
"1475","CPI","NY","2006-10-01",221.7
"1476","CPI","NY","2006-11-01",220.9
"1477","CPI","NY","2006-12-01",221.3
"1478","CPI","NY","2007-01-01",221.767
"1479","CPI","NY","2007-02-01",223.066
"1480","CPI","NY","2007-03-01",224.551
"1481","CPI","NY","2007-04-01",225.78
"1482","CPI","NY","2007-05-01",227.146
"1483","CPI","NY","2007-06-01",228.258
"1484","CPI","NY","2007-07-01",228.628
"1485","CPI","NY","2007-08-01",228.326
"1486","CPI","NY","2007-09-01",228.308
"1487","CPI","NY","2007-10-01",228.552
"1488","CPI","NY","2007-11-01",229.504
"1489","CPI","NY","2007-12-01",229.395
"1490","CPI","NY","2008-01-01",229.869
"1491","CPI","NY","2008-02-01",231.02
"1492","CPI","NY","2008-03-01",233.122
"1493","CPI","NY","2008-04-01",233.822
"1494","CPI","NY","2008-05-01",236.151
"1495","CPI","NY","2008-06-01",238.58
"1496","CPI","NY","2008-07-01",240.273
"1497","CPI","NY","2008-08-01",240.55
"1498","CPI","NY","2008-09-01",240.089
"1499","CPI","NY","2008-10-01",238.403
"1500","CPI","NY","2008-11-01",234.498
"1501","CPI","NY","2008-12-01",233.012
"1502","CPI","NY","2009-01-01",233.402
"1503","CPI","NY","2009-02-01",234.663
"1504","CPI","NY","2009-03-01",235.067
"1505","CPI","NY","2009-04-01",235.582
"1506","CPI","NY","2009-05-01",235.975
"1507","CPI","NY","2009-06-01",237.172
"1508","CPI","NY","2009-07-01",237.6
"1509","CPI","NY","2009-08-01",238.282
"1510","CPI","NY","2009-09-01",238.568
"1511","CPI","NY","2009-10-01",238.38
"1512","CPI","NY","2009-11-01",238.777
"1513","CPI","NY","2009-12-01",238.427
"1514","CPI","NY","2010-01-01",238.97
"1515","CPI","NY","2010-02-01",238.862
"1516","CPI","NY","2010-03-01",240.101
"1517","CPI","NY","2010-04-01",240.529
"1518","CPI","NY","2010-05-01",241.075
"1519","CPI","NY","2010-06-01",240.817
"1520","CPI","NY","2010-07-01",241.147
"1521","CPI","NY","2010-08-01",241.569
"1522","CPI","NY","2010-09-01",241.485
"1523","CPI","NY","2010-10-01",241.981
"1524","CPI","NY","2010-11-01",241.96
"1525","CPI","NY","2010-12-01",241.874
"1526","CPI","NY","2011-01-01",242.639
"1527","CPI","NY","2011-02-01",243.832
"1528","CPI","NY","2011-03-01",245.617
"1529","CPI","NY","2011-04-01",246.489
"1530","CPI","NY","2011-05-01",248.073
"1531","CPI","NY","2011-06-01",248.505
"1532","CPI","NY","2011-07-01",249.164
"1533","CPI","NY","2011-08-01",250.058
"1534","CPI","NY","2011-09-01",250.559
"1535","CPI","NY","2011-10-01",250.051
"1536","CPI","NY","2011-11-01",249.317
"1537","CPI","NY","2011-12-01",248.307
"1538","CPI","NY","2012-01-01",249.322
"1539","CPI","NY","2012-02-01",250.285
"1540","CPI","NY","2012-03-01",251.887
"1541","CPI","NY","2012-04-01",252.349
"1542","CPI","NY","2012-05-01",252.652
"1543","CPI","NY","2012-06-01",252.406
"1544","CPI","NY","2012-07-01",252.016
"1545","CPI","NY","2012-08-01",253.472
"1546","CPI","NY","2012-09-01",254.554
"1547","CPI","NY","2012-10-01",254.277
"1548","CPI","NY","2012-11-01",254.285
"1549","CPI","NY","2012-12-01",253.555
"1550","CPI","NY","2013-01-01",254.807
"1551","CPI","NY","2013-02-01",256.234
"1552","CPI","NY","2013-03-01",256.589
"1553","CPI","NY","2013-04-01",255.967
"1554","CPI","NY","2013-05-01",256.27
"1555","CPI","NY","2013-06-01",256.911
"1556","CPI","NY","2013-07-01",257.326
"1557","CPI","NY","2013-08-01",257.659
"1558","CPI","NY","2013-09-01",258.504
"1559","CPI","NY","2013-10-01",257.069
"1560","CPI","NY","2013-11-01",257.377
"1561","CPI","NY","2013-12-01",257.284
"1562","CPI","NY","2014-01-01",259.596
"1563","CPI","NY","2014-02-01",259.019
"1564","CPI","NY","2014-03-01",259.971
"1565","CPI","NY","2014-04-01",259.985
"1566","CPI","NY","2014-05-01",261.225
"1567","CPI","NY","2014-06-01",261.35
"1568","CPI","NY","2014-07-01",261.498
"1569","CPI","NY","2014-08-01",261.075
"1570","CPI","NY","2014-09-01",261.074
"1571","CPI","NY","2014-10-01",260.5
"1572","CPI","NY","2014-11-01",259.382
"1573","CPI","NY","2014-12-01",258.08
"1574","CPI","NY","2015-01-01",258.376
"1575","CPI","NY","2015-02-01",259.24
"1576","CPI","NY","2015-03-01",259.647
"1577","CPI","NY","2015-04-01",259.959
"1578","CPI","NY","2015-05-01",261.066
"1579","CPI","NY","2015-06-01",261.512
"1580","CPI","NY","2015-07-01",261.199
"1581","CPI","NY","2015-08-01",261.347
"1582","CPI","NY","2015-09-01",261.887
"1583","CPI","NY","2015-10-01",261.515
"1584","CPI","NY","2015-11-01",261.009
"1585","CPI","NY","2015-12-01",259.941
"1586","CPI","NY","2016-01-01",260.342
"1587","CPI","NY","2016-02-01",260.875
"1588","CPI","NY","2016-03-01",261.508
"1589","CPI","NY","2016-04-01",262.619
"1590","CPI","NY","2016-05-01",263.312
"1591","CPI","NY","2016-06-01",263.877
"1592","CPI","NY","2016-07-01",263.722
"1593","CPI","NY","2016-08-01",264.16
"1594","CPI","NY","2016-09-01",264.602
"1595","CPI","NY","2016-10-01",264.738
"1596","CPI","NY","2016-11-01",265.203
"1597","CPI","NY","2016-12-01",265.421
"1598","CPI","NY","2017-01-01",266.917
"1599","CPI","NY","2017-02-01",267.662
"1600","CPI","NY","2017-03-01",267.582
"1601","CPI","NY","2017-04-01",267.948
"1602","CPI","NY","2017-05-01",268.183
"1603","CPI","NY","2017-06-01",268.666
"1604","CPI","NY","2017-07-01",268.051
"1605","CPI","NY","2017-08-01",268.657
"1606","CPI","NY","2017-09-01",270.059
"1607","CPI","NY","2017-10-01",269.575
"1608","CPI","NY","2017-11-01",269.381
"1609","CPI","NY","2017-12-01",269.564
"1610","CPI","NY","2018-01-01",270.771
"1611","CPI","NY","2018-02-01",272.214
"1612","CPI","NY","2018-03-01",272.196
"1613","CPI","NY","2018-04-01",272.95
"1614","CPI","NY","2018-05-01",274.001
"1615","CPI","NY","2018-06-01",274.17
"1616","CPI","NY","2018-07-01",274.073
"1617","CPI","NY","2018-08-01",274.441
"1618","CPI","NY","2018-09-01",275.455
"1619","CPI","NY","2018-10-01",275.101
"1620","CPI","NY","2018-11-01",274.478
"1621","CPI","NY","2018-12-01",273.836
"1622","CPI","NY","2019-01-01",275.144
"1623","CPI","NY","2019-02-01",275.823
"1624","CPI","NY","2019-03-01",276.57
"1625","CPI","NY","2019-04-01",277.441
"1626","CPI","NY","2019-05-01",278.068
"1627","CPI","NY","2019-06-01",278.802
"1628","CPI","NY","2019-07-01",278.817
"1629","CPI","NY","2019-08-01",279.428
"1630","CPI","NY","2019-09-01",279.338
"1631","CPI","NY","2019-10-01",279.255
"1632","CPI","NY","2019-11-01",279.468
"1633","CPI","NY","2019-12-01",279.816
"1634","CPI","NY","2020-01-01",282.02
"1635","CPI","NY","2020-02-01",282.577
"1636","CPI","NY","2020-03-01",281.975
"1637","CPI","NY","2020-04-01",280.623
"1638","CPI","NY","2020-05-01",282.092
"1639","CPI","NY","2020-06-01",282.333
"1640","CPI","NY","2020-07-01",283.624
"1641","CPI","NY","2020-08-01",283.478
"1642","CPI","NY","2020-09-01",284.551
"1643","CPI","NY","2020-10-01",284.121
"1644","CPI","NY","2020-11-01",283.291
"1645","CPI","NY","2020-12-01",284.35
"1646","CPI","NY","2021-01-01",285.525
"1647","CPI","NY","2021-02-01",286.474
"1648","CPI","NY","2021-03-01",287.481
"1649","CPI","NY","2021-04-01",289.493
"1650","CPI","NY","2021-05-01",290.991
"1651","CPI","NY","2021-06-01",293.872
"1652","CPI","NY","2021-07-01",293.553
"1653","CPI","NY","2021-08-01",293.927
"1654","CPI","NY","2021-09-01",295.488
"1655","CPI","NY","2021-10-01",296.472
"1656","CPI","NY","2021-11-01",297.49
"1657","CPI","NY","2021-12-01",296.865
"1658","CPI","NY","2022-01-01",300.164
"1659","CPI","NY","2022-02-01",301.151
"1660","CPI","NY","2022-03-01",305.024
"1661","CPI","NY","2022-04-01",307.781
"1662","CPI","NY","2022-05-01",309.243
"1663","CPI","NY","2022-06-01",313.589
"1664","CPI","NY","2022-07-01",312.615
"1665","CPI","NY","2022-08-01",313.28
"1666","CPI","NY","2022-09-01",313.88
"1667","CPI","NY","2022-10-01",314.338
"1668","CPI","NY","2022-11-01",314.975
"1669","CPI","NY","2022-12-01",315.656
"1670","CPI","NY","2023-01-01",318.151
"1671","CPI","NY","2023-02-01",319.295
"1672","CPI","NY","2023-03-01",319.038
"1673","CPI","NY","2023-04-01",319.211
"1674","CPI","NY","2023-05-01",320.002
"1675","CPI","NY","2023-06-01",321.29
"1676","CPI","NY","2023-07-01",322.496
"1677","CPI","NY","2023-08-01",324.38
"1678","CPI","NY","2023-09-01",325.613
"1679","CPI","NY","2023-10-01",325.288
"1680","CPI","NY","2023-11-01",324.52
"1681","CPI","NY","2023-12-01",324.691
"1682","CPI","NY","2024-01-01",328.006
"1683","CPI","NY","2024-02-01",328.606
"1684","CPI","NY","2024-03-01",329.829
"1685","CPI","NY","2024-04-01",331.27
"1686","CPI","NY","2024-05-01",332.633
"1687","CPI","NY","2024-06-01",334.782
"1688","CPI","NY","2024-07-01",335.642
"1689","Income","SF","1969-01-01",5323
"1690","Income","SF","1970-01-01",5713
"1691","Income","SF","1971-01-01",6066
"1692","Income","SF","1972-01-01",6555
"1693","Income","SF","1973-01-01",7011
"1694","Income","SF","1974-01-01",7710
"1695","Income","SF","1975-01-01",8510
"1696","Income","SF","1976-01-01",9241
"1697","Income","SF","1977-01-01",10072
"1698","Income","SF","1978-01-01",11216
"1699","Income","SF","1979-01-01",12472
"1700","Income","SF","1980-01-01",13972
"1701","Income","SF","1981-01-01",15583
"1702","Income","SF","1982-01-01",16505
"1703","Income","SF","1983-01-01",17700
"1704","Income","SF","1984-01-01",19329
"1705","Income","SF","1985-01-01",20423
"1706","Income","SF","1986-01-01",21463
"1707","Income","SF","1987-01-01",22365
"1708","Income","SF","1988-01-01",24259
"1709","Income","SF","1989-01-01",25571
"1710","Income","SF","1990-01-01",26623
"1711","Income","SF","1991-01-01",27566
"1712","Income","SF","1992-01-01",28789
"1713","Income","SF","1993-01-01",29630
"1714","Income","SF","1994-01-01",30572
"1715","Income","SF","1995-01-01",32513
"1716","Income","SF","1996-01-01",34822
"1717","Income","SF","1997-01-01",36352
"1718","Income","SF","1998-01-01",39687
"1719","Income","SF","1999-01-01",43131
"1720","Income","SF","2000-01-01",49049
"1721","Income","SF","2001-01-01",49517
"1722","Income","SF","2002-01-01",48224
"1723","Income","SF","2003-01-01",49014
"1724","Income","SF","2004-01-01",51823
"1725","Income","SF","2005-01-01",54879
"1726","Income","SF","2006-01-01",59656
"1727","Income","SF","2007-01-01",61972
"1728","Income","SF","2008-01-01",62374
"1729","Income","SF","2009-01-01",58896
"1730","Income","SF","2010-01-01",60501
"1731","Income","SF","2011-01-01",64480
"1732","Income","SF","2012-01-01",68904
"1733","Income","SF","2013-01-01",69370
"1734","Income","SF","2014-01-01",73673
"1735","Income","SF","2015-01-01",79560
"1736","Income","SF","2016-01-01",83812
"1737","Income","SF","2017-01-01",89560
"1738","Income","SF","2018-01-01",95972
"1739","Income","SF","2019-01-01",99758
"1740","Income","SF","2020-01-01",107815
"1741","Income","SF","2021-01-01",124398
"1742","Income","SF","2022-01-01",123736
"1743","Income","NY","1969-01-01",4958
"1744","Income","NY","1970-01-01",5290
"1745","Income","NY","1971-01-01",5617
"1746","Income","NY","1972-01-01",6039
"1747","Income","NY","1973-01-01",6480
"1748","Income","NY","1974-01-01",7020
"1749","Income","NY","1975-01-01",7599
"1750","Income","NY","1976-01-01",8112
"1751","Income","NY","1977-01-01",8850
"1752","Income","NY","1978-01-01",9757
"1753","Income","NY","1979-01-01",10724
"1754","Income","NY","1980-01-01",12021
"1755","Income","NY","1981-01-01",13410
"1756","Income","NY","1982-01-01",14526
"1757","Income","NY","1983-01-01",15632
"1758","Income","NY","1984-01-01",17189
"1759","Income","NY","1985-01-01",18362
"1760","Income","NY","1986-01-01",19577
"1761","Income","NY","1987-01-01",20931
"1762","Income","NY","1988-01-01",23130
"1763","Income","NY","1989-01-01",24890
"1764","Income","NY","1990-01-01",26614
"1765","Income","NY","1991-01-01",26461
"1766","Income","NY","1992-01-01",27880
"1767","Income","NY","1993-01-01",28507
"1768","Income","NY","1994-01-01",29243
"1769","Income","NY","1995-01-01",30835
"1770","Income","NY","1996-01-01",32447
"1771","Income","NY","1997-01-01",34167
"1772","Income","NY","1998-01-01",36062
"1773","Income","NY","1999-01-01",37759
"1774","Income","NY","2000-01-01",40800
"1775","Income","NY","2001-01-01",42242
"1776","Income","NY","2002-01-01",41922
"1777","Income","NY","2003-01-01",42281
"1778","Income","NY","2004-01-01",44165
"1779","Income","NY","2005-01-01",46013
"1780","Income","NY","2006-01-01",49832
"1781","Income","NY","2007-01-01",53634
"1782","Income","NY","2008-01-01",54318
"1783","Income","NY","2009-01-01",52447
"1784","Income","NY","2010-01-01",54062
"1785","Income","NY","2011-01-01",56455
"1786","Income","NY","2012-01-01",58446
"1787","Income","NY","2013-01-01",58611
"1788","Income","NY","2014-01-01",60631
"1789","Income","NY","2015-01-01",62877
"1790","Income","NY","2016-01-01",64886
"1791","Income","NY","2017-01-01",68621
"1792","Income","NY","2018-01-01",71172
"1793","Income","NY","2019-01-01",73798
"1794","Income","NY","2020-01-01",76868
"1795","Income","NY","2021-01-01",83962
"1796","Income","NY","2022-01-01",84084
